,stimes,k,opt error,even error
0,0.0,23.43076923076923,32334.167183512585,37799.11441611781
1,64269.0,21.16766467065868,32334.167183512585,37799.11441611781
2,92061.0,24.129001883239173,32334.167183512585,37799.11441611781
3,152856.0,27.763720598717033,32334.167183512585,37799.11441611781
4,231021.0,29.63165399239543,32334.167183512585,37799.11441611781
5,267498.0,30.495412844036704,32334.167183512585,37799.11441611781
