,stimes,k,opt error,even error
0,0.0,23.43076923076923,32482.757587534717,36441.69329934163
1,64269.0,21.70344287949922,32482.757587534717,36441.69329934163
2,100746.0,26.675988428158156,32482.757587534717,36441.69329934163
3,171963.0,28.30112721417069,32482.757587534717,36441.69329934163
4,231021.0,29.63165399239543,32482.757587534717,36441.69329934163
5,267498.0,30.495412844036704,32482.757587534717,36441.69329934163
