,stimes,k,opt error,even error
0,0.0,23.43076923076923,6504.39249555437,7186.286523921919
1,64269.0,21.16766467065868,6504.39249555437,7186.286523921919
2,92061.0,26.03960396039604,6504.39249555437,7186.286523921919
3,171963.0,29.446759259259256,6504.39249555437,7186.286523921919
4,236232.0,29.17017017017017,6504.39249555437,7186.286523921919
5,265761.0,30.25537634408602,6504.39249555437,7186.286523921919
