,stimes,k,opt error,even error
0,0.0,23.43076923076923,35189.0932639453,37724.224721535546
1,64269.0,21.70344287949922,35189.0932639453,37724.224721535546
2,100746.0,26.675988428158156,35189.0932639453,37724.224721535546
3,171963.0,28.30112721417069,35189.0932639453,37724.224721535546
4,231021.0,29.480048859934858,35189.0932639453,37724.224721535546
5,288342.0,30.865426695842455,35189.0932639453,37724.224721535546
