,stimes,k,opt error,even error
0,0.0,23.43076923076923,32776.026448061006,35850.1058966251
1,64269.0,21.997378768020972,32776.026448061006,35850.1058966251
2,85113.0,22.38766233766234,32776.026448061006,35850.1058966251
3,152856.0,26.584841628959275,32776.026448061006,35850.1058966251
4,198018.0,31.069977426636566,32776.026448061006,35850.1058966251
5,316134.0,30.13651685393258,32776.026448061006,35850.1058966251
