,stimes,k,opt error,even error
0,0.0,23.43076923076923,33469.630507674585,35886.380991117694
1,64269.0,21.997378768020972,33469.630507674585,35886.380991117694
2,85113.0,22.38766233766234,33469.630507674585,35886.380991117694
3,152856.0,26.584841628959275,33469.630507674585,35886.380991117694
4,198018.0,31.069977426636566,33469.630507674585,35886.380991117694
5,316134.0,30.13651685393258,33469.630507674585,35886.380991117694
