,stimes,k,opt error,even error
0,0.0,23.43076923076923,12879.454064026231,14319.175992972047
1,64269.0,21.16766467065868,12879.454064026231,14319.175992972047
2,92061.0,26.03960396039604,12879.454064026231,14319.175992972047
3,171963.0,29.446759259259256,12879.454064026231,14319.175992972047
4,236232.0,29.17017017017017,12879.454064026231,14319.175992972047
5,265761.0,30.25537634408602,12879.454064026231,14319.175992972047
